query	target	evalue	bits	tstart	tend	taxlineage
pgaptmp_002090_1	NZ_CP099993.1_958	7.480E-95	321	5	290	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus sp024138125
pgaptmp_002090_1	NZ_SDIC01000004.1_292	1.403E-94	320	5	284	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloferacaceae;g_Halegenticoccus;s_Halegenticoccus tardaugens
pgaptmp_002090_1	NZ_ML974134.1_11	4.984E-91	310	4	291	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus amylolyticus
pgaptmp_002090_1	ML241305.1_276	3.287E-90	308	4	293	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus sp005239435
pgaptmp_002090_1	NZ_BBMP01000023.1_95	6.164E-90	307	3	290	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Halococcaceae;g_Halococcus;s_Halococcus sediminicola
pgaptmp_002090_1	NZ_LOPU01000018.1_145	1.583E-89	306	3	285	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloferacaceae;g_Haloprofundus;s_Haloprofundus marisrubri
pgaptmp_002090_1	QNGA01000004.1_66	4.065E-89	304	5	292	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Haladaptatus;s_Haladaptatus sp003298465
pgaptmp_002090_1	NZ_JALLPK010000001.1_2688	7.622E-89	304	8	297	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halocatena;s_Halocatena sp023276375
pgaptmp_002090_1	NZ_CP100400.1_1800	3.670E-88	302	4	292	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus sp024218795
pgaptmp_002090_1	NZ_FTNO01000001.1_814	6.881E-88	301	5	292	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Haladaptatus;s_Haladaptatus litoreus
pgaptmp_002090_1	NZ_VSLZ01000003.1_332	1.767E-87	300	4	293	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus sp010747475
pgaptmp_002090_1	NZ_CP085301.1_3469	8.504E-87	298	5	293	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Haladaptatus;s_Haladaptatus pallidirubidus
pgaptmp_002090_1	NZ_JDTH01000002.1_1229	2.990E-86	296	5	292	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Haladaptatus;s_Haladaptatus cibarius
pgaptmp_002090_1	NZ_CP044523.1_2509	1.439E-85	294	3	292	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus halophilus
pgaptmp_002090_1	NZ_CP100000.1_3638	5.058E-85	293	5	292	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus sp024138165
pgaptmp_002090_1	NZ_CP035119.1_2382	9.525E-82	283	5	290	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus pelagicus
pgaptmp_002090_1	NZ_CP085335.1_889	9.525E-82	283	5	291	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Haladaptatus;s_Haladaptatus sp020618475
pgaptmp_002090_1	NZ_ML974127.1_845	1.304E-81	283	4	289	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus salinus
pgaptmp_002090_1	NZ_CP085327.1_1011	1.785E-81	282	5	291	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Haladaptatus;s_Haladaptatus sp020614375
pgaptmp_002090_1	NZ_WSZK01000006.1_116	3.016E-80	279	7	294	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halomarina;s_Halomarina oriensis
pgaptmp_002090_1	NZ_CP096658.1_2442	2.449E-78	273	4	289	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus sp023238445
pgaptmp_002090_1	NZ_JALXFV010000002.1_324	3.353E-78	273	7	294	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halomarina;s_Halomarina rubra
pgaptmp_002090_1	NZ_CP100454.1_2787	4.590E-78	273	9	292	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halomarina;s_Halomarina sp024228315
pgaptmp_002090_1	NZ_CP096659.1_2412	9.550E-76	266	2	256	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus sp023238205
pgaptmp_002090_1	NZ_FTNO01000001.1_813	2.614E-61	224	5	289	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Haladaptatus;s_Haladaptatus litoreus
pgaptmp_002090_1	NZ_CP085335.1_888	9.149E-61	222	5	288	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Haladaptatus;s_Haladaptatus sp020618475
pgaptmp_002090_1	NZ_AQXI01000001.1_32	4.379E-60	220	5	289	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Haladaptatus;s_Haladaptatus paucihalophilus
pgaptmp_002090_1	JAKCFM010000002.1_30	8.968E-58	214	3	299	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halocatena;s_Halocatena sp025041195
pgaptmp_002090_1	JADFQH010000144.1_4	4.288E-57	212	4	285	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Halalkalicoccaceae;g_Halalkalicoccus;s_Halalkalicoccus sp022561895
pgaptmp_002090_1	NZ_CP085301.1_3468	1.096E-56	211	5	289	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Haladaptatus;s_Haladaptatus pallidirubidus
pgaptmp_002090_1	JAKCFJ010000001.1_2967	4.922E-50	191	22	307	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halocatena;s_Halocatena sp025041175
pgaptmp_002090_1	NZ_JANHJR010000001.1_1180	7.265E-48	185	16	280	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Haloarchaeobius;s_Haloarchaeobius litoreus
pgaptmp_002090_1	NZ_FNIA01000003.1_161	7.265E-48	185	17	292	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Haloarchaeobius;s_Haloarchaeobius iranensis
pgaptmp_002090_1	NZ_JANHAU010000004.1_32	7.265E-48	185	16	281	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Haloarchaeobius;s_Haloarchaeobius salinus
pgaptmp_002090_1	NZ_JANJYH010000006.1_64	8.812E-47	182	16	282	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Haloarchaeobius;s_Haloarchaeobius sp024609245
pgaptmp_002090_1	JAKCFJ010000003.1_583	1.012E-42	170	32	276	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halocatena;s_Halocatena sp025041175
pgaptmp_002090_1	PXRE01000005.1_33	1.666E-41	166	1	173	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_PXRE01;g_PXRE01;s_PXRE01 sp003021085
pgaptmp_002090_1	NZ_CP035119.1_1985	2.275E-41	166	18	289	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus pelagicus
pgaptmp_002090_1	NZ_JALLGW010000001.1_1808	4.237E-41	165	7	276	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halomarina;s_Halomarina salina
pgaptmp_002090_1	NZ_SOSC01000006.1_40	4.237E-41	165	22	293	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halorientalis;s_Halorientalis salina
pgaptmp_002090_1	NZ_CP031310.1_2084	1.470E-40	164	18	293	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halapricum;s_Halapricum salinum
pgaptmp_002090_1	NZ_JAAAJC010000002.1_88	2.007E-40	163	20	289	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Halococcaceae;g_Halococcus;s_Halococcus salsus
pgaptmp_002090_1	NZ_JAJCVJ010000001.1_703	2.739E-40	163	16	293	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloferacaceae;g_Salinirubrum;s_Salinirubrum litoreum
pgaptmp_002090_1	NZ_JANHDP010000003.1_60	3.737E-40	162	3	266	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natronoarchaeaceae;g_Natronoarchaeum;s_Natronoarchaeum rubrum
pgaptmp_002090_1	NZ_JANHDP010000001.1_573	3.737E-40	162	3	266	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natronoarchaeaceae;g_Natronoarchaeum;s_Natronoarchaeum rubrum
pgaptmp_002090_1	NZ_JAJCVI010000001.1_161	6.960E-40	162	17	294	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Halorubellus;s_Halorubellus salinus
pgaptmp_002090_1	NZ_QQTY01000001.1_59	9.497E-40	161	59	291	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Natronorubrum;s_Natronorubrum halophilum
pgaptmp_002090_1	NZ_OBEJ01000001.1_515	2.413E-39	160	3	276	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natronoarchaeaceae;g_Natronoarchaeum;s_Natronoarchaeum philippinense
pgaptmp_002090_1	NZ_WSZK01000014.1_76	6.129E-39	159	7	277	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halomarina;s_Halomarina oriensis
pgaptmp_002090_1	NZ_QLVG01000056.1_6	1.141E-38	158	1	233	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus litoreus
pgaptmp_002090_1	PXRX01000012.1_63	1.556E-38	158	26	309	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_SW-7-71-33;g_SW-7-71-33;s_SW-7-71-33 sp003023195
pgaptmp_002090_1	NZ_JALXFV010000008.1_111	2.897E-38	157	7	278	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halomarina;s_Halomarina rubra
pgaptmp_002090_1	JAKCFM010000001.1_1886	3.952E-38	156	3	289	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halocatena;s_Halocatena sp025041195
pgaptmp_002090_1	NZ_PEND01000007.1_228	5.391E-38	156	4	276	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloferacaceae;g_Halegenticoccus;s_Halegenticoccus soli
pgaptmp_002090_1	NZ_CP101156.1_1333	5.391E-38	156	58	281	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Tc-Br11;s_Tc-Br11 sp024298845
pgaptmp_002090_1	NZ_CP095487.1_324	1.866E-37	154	40	316	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halorientalis;s_Halorientalis marina
pgaptmp_002090_1	CP071596.1_2809	3.472E-37	154	58	281	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Tc-Br11;s_Tc-Br11 sp017357105
pgaptmp_002090_1	NZ_CP100762.1_1194	4.735E-37	153	16	289	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_AD-4;s_AD-4 sp024296665
pgaptmp_002090_1	CP094974.1_2033	6.458E-37	153	58	281	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_JALIQP01;s_JALIQP01 sp022869805
pgaptmp_002090_1	NZ_CP044523.1_1798	1.201E-36	152	11	284	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus halophilus
pgaptmp_002090_1	NZ_CP095491.1_3768	1.638E-36	152	17	288	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_JALIQP01;s_JALIQP01 sp023028105
pgaptmp_002090_1	NZ_CP035119.1_2836	2.234E-36	151	17	286	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus pelagicus
pgaptmp_002090_1	NZ_ML974133.1_163	4.154E-36	151	55	287	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus amylolyticus
pgaptmp_002090_1	NZ_JDTH01000002.1_261	5.664E-36	150	16	287	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Haladaptatus;s_Haladaptatus cibarius
pgaptmp_002090_1	NZ_CP099997.1_917	5.664E-36	150	58	281	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Tc-Br11;s_Tc-Br11 sp024138145
pgaptmp_002090_1	NZ_JALIQP010000002.1_29	1.053E-35	149	16	280	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_JALIQP01;s_JALIQP01 sp023566055
pgaptmp_002090_1	NZ_CP101458.1_1831	1.053E-35	149	21	293	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Natronobiforma;s_Natronobiforma sp024362525
pgaptmp_002090_1	NC_019964.1_1707	1.436E-35	149	13	277	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Halovivax;s_Halovivax ruber
pgaptmp_002090_1	NZ_JAJCVI010000003.1_361	1.957E-35	149	26	260	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Halorubellus;s_Halorubellus salinus
pgaptmp_002090_1	NZ_FNFE01000001.1_936	1.957E-35	149	17	288	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Natronorubrum;s_Natronorubrum texcoconense
pgaptmp_002090_1	NZ_JAAOIR010000004.1_201	1.957E-35	149	52	292	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Halorubellus;s_Halorubellus sp011440375
pgaptmp_002090_1	NZ_SBIT01000009.1_131	1.957E-35	149	57	291	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus ruber
pgaptmp_002090_1	NZ_CP100355.1_2579	6.761E-35	147	58	281	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Tc-Br11;s_Tc-Br11 sp024204665
pgaptmp_002090_1	NZ_WUUT01000004.1_56	6.761E-35	147	69	316	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halovenus;s_Halovenus carboxidivorans
pgaptmp_002090_1	NZ_ML974127.1_1407	1.256E-34	146	49	285	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus salinus
pgaptmp_002090_1	NZ_AOIQ01000024.1_31	1.713E-34	146	13	277	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Halovivax;s_Halovivax asiaticus
pgaptmp_002090_1	NZ_FTNO01000001.1_1649	1.713E-34	146	16	287	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Haladaptatus;s_Haladaptatus litoreus
pgaptmp_002090_1	PXRE01000008.1_82	8.055E-34	144	41	275	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_PXRE01;g_PXRE01;s_PXRE01 sp003021085
pgaptmp_002090_1	NZ_CP099546.1_2862	1.098E-33	143	58	281	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Tc-Br11;s_Tc-Br11 sp023973145
pgaptmp_002090_1	NZ_CP101458.1_475	3.299E-32	139	5	277	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Natrialbaceae;g_Natronobiforma;s_Natronobiforma sp024362525
pgaptmp_002090_1	NZ_BMPD01000001.1_190	2.870E-31	136	15	290	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Haloarcula;s_Haloarcula sebkhae
pgaptmp_002090_1	PXSA01000026.1_2	3.908E-31	136	3	263	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_QS-9-68-17;g_Halostella;s_Halostella sp003023565
pgaptmp_002090_1	NC_015948.1_2374	7.248E-31	135	15	290	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Haloarcula;s_Haloarcula hispanica
pgaptmp_002090_1	NZ_RDFA01000002.1_230	7.248E-31	135	17	298	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halorientalis;s_Halorientalis pallida
pgaptmp_002090_1	NZ_LWHG01000028.1_533	9.869E-31	135	18	289	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Haladaptatus;s_Haladaptatus sp001625445
pgaptmp_002090_1	NZ_RKSM01000001.1_109	9.869E-31	135	15	290	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Haloarcula;s_Haloarcula sp008729015
pgaptmp_002090_1	NZ_AQXI01000001.1_884	1.344E-30	134	15	286	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Haladaptatus;s_Haladaptatus paucihalophilus
pgaptmp_002090_1	NZ_JAJFAY010000001.1_503	1.344E-30	134	15	286	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Haladaptatus;s_Haladaptatus sp021083305
pgaptmp_002090_1	NZ_AOLW01000046.1_30	1.344E-30	134	15	290	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Haloarcula;s_Haloarcula amylolytica
pgaptmp_002090_1	AOLX01000025.1_214	1.830E-30	134	15	290	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Haloarcula;s_Haloarcula argentinensis
pgaptmp_002090_1	PXRK01000024.1_21	4.618E-30	133	12	279	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halovenus;s_Halovenus sp003021015
pgaptmp_002090_1	NZ_JALJCL010000008.1_177	8.558E-30	132	11	279	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halorientalis;s_Halorientalis regularis
pgaptmp_002090_1	NZ_CP095487.1_2295	1.586E-29	131	1	266	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halorientalis;s_Halorientalis marina
pgaptmp_002090_1	NZ_LIUF01000002.1_453	2.159E-29	131	15	290	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Haloarcula;s_Haloarcula rubripromontorii
pgaptmp_002090_1	NZ_CP019154.1_2373	5.442E-29	130	15	290	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Haloarcula;s_Haloarcula taiwanensis
pgaptmp_002090_1	NZ_CP044523.1_2277	3.455E-28	127	53	296	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haladaptataceae;g_Halorussus;s_Halorussus halophilus
pgaptmp_002090_1	NZ_BCNB01000006.1_1380	4.700E-28	127	15	290	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Haloarcula;s_Haloarcula sp001485575
pgaptmp_002090_1	WHTU01000040.1_32	2.189E-27	125	100	342	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_TH5896;s_TH5896 sp009377575
pgaptmp_002090_1	NZ_CP019067.1_3156	2.560E-26	122	48	279	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halorientalis;s_Halorientalis sp001989615
pgaptmp_002090_1	JAATVS010000148.1_17	3.481E-26	121	61	297	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_TH5896;s_TH5896 sp014523695
pgaptmp_002090_1	JAATVP010000001.1_1	4.732E-26	121	102	344	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_TH5896;s_TH5896 sp014523625
pgaptmp_002090_1	NZ_FOCX01000010.1_13	6.433E-26	121	11	279	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halorientalis;s_Halorientalis persica
pgaptmp_002090_1	LKNH01000051.1_10	6.433E-26	121	70	294	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halovenus;s_Halovenus sp001564135
pgaptmp_002090_1	NZ_RDFA01000001.1_291	2.984E-25	119	11	278	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halorientalis;s_Halorientalis pallida
pgaptmp_002090_1	NZ_WRXM01000002.1_436	5.510E-25	118	63	320	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halomicroarcula;s_Halomicroarcula limicola
pgaptmp_002090_1	JAATVR010000490.1_11	1.382E-24	117	69	311	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_TH5896;s_TH5896 sp014523665
pgaptmp_002090_1	NZ_SOSC01000001.1_299	3.465E-24	115	4	272	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halorientalis;s_Halorientalis salina
pgaptmp_002090_1	WHTU01000034.1_34	4.706E-24	115	64	300	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_TH5896;s_TH5896 sp009377575
pgaptmp_002090_1	JAFGCY010000084.1_24	6.391E-24	115	340	578	d_Bacteria;p_4484-113;c_4484-113;o_4484-113;f_JAFGCY01;g_JAFGCY01;s_JAFGCY01 sp016932385
pgaptmp_002090_1	JAATVK010000265.1_3	2.174E-23	113	35	269	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_TH1177;s_TH1177 sp014523485
pgaptmp_002090_1	NZ_CP012850.1_278	2.951E-23	113	39	305	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_Nitrosocosmicus;s_Nitrosocosmicus oleophilus
pgaptmp_002090_1	NZ_SOSC01000003.1_140	5.440E-23	112	68	272	d_Archaea;p_Halobacteriota;c_Halobacteria;o_Halobacteriales;f_Haloarculaceae;g_Halorientalis;s_Halorientalis salina
pgaptmp_002090_1	NZ_CP017922.1_615	1.002E-22	111	36	299	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_Nitrosocosmicus;s_Nitrosocosmicus hydrocola
