#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
WP_136717420.1@GCF_005049285.1 -            308 Abhydrolase_6        PF12697.12   217   1.6e-07   27.2   1.2   1   1   5.1e-10   2.6e-07   26.5   1.2     1   145    98   259    98   299 0.54 -
A0A9W4UWP2                           -            246 Abhydrolase_8        PF06259.17   178   3.8e-06   21.6   1.4   1   1   3.8e-07   7.3e-06   20.7   1.3    23   141    45   162    31   167 0.62 -
A0A1I6H827                           -            251 Abhydrolase_8        PF06259.17   178   4.3e-06   21.4   4.7   1   1   4.1e-07     8e-06   20.6   4.7    18   133    25   141    16   156 0.80 -
A0A4U7EPI6                           -            251 Abhydrolase_8        PF06259.17   178   4.7e-06   21.3   4.7   1   1   4.1e-07     8e-06   20.6   4.7    18   133    25   141    16   156 0.80 tr|A0A4U7EPI6|A0A4U7EPI6_9EURY DUF726 domain-containing protein OS=Halorubrum sp. SP9 OX=1537267 GN=EXE45_00815 PE=4 SV=1
JAKCFM010000002.1_30@GCA_025041195.1 -            850 Amidase_2            PF01510.30   131   7.9e-34  111.8   3.5   1   1   5.3e-36   2.7e-33  110.1   3.5     3   130   510   647   508   648 0.93 -
A0A2E3KFS8                          -            256 Cutinase             PF01083.27   173   2.2e-10   35.7   0.0   1   1   4.7e-11   3.3e-10   35.1   0.0    58   145   113   207    82   238 0.75 tr|A0A2E3KFS8|A0A2E3KFS8_UNCNO DUF726 domain-containing protein OS=Nitrososphaerota archaeon OX=2026795 GN=CMO18_01520 PE=4 SV=1
CACLIK010000014.1_4                 -            250 Cutinase             PF01083.27   173   2.6e-10   35.5   0.0   1   1   5.2e-11   3.6e-10   35.0   0.0    40   144    86   200    77   228 0.80 -
A0A7K4NUK8                          -            250 Cutinase             PF01083.27   173   3.8e-10   34.9   0.0   1   1   7.6e-11   5.3e-10   34.4   0.0    58   146   107   202    76   229 0.79 -
CACLNC010000026.1_1                 -            256 Cutinase             PF01083.27   173   3.9e-10   34.9   0.0   1   1     8e-11   5.6e-10   34.4   0.0    42   144    93   206    75   217 0.83 -
A0A075FKQ7                          -            250 Cutinase             PF01083.27   173   6.4e-10   34.2   0.0   1   1   1.2e-10   8.8e-10   33.7   0.0    58   146   107   202    77   229 0.78 tr|A0A075FKQ7|A0A075FKQ7_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote AD1000_19_G10 OX=1455898 PE=4 SV=1
A0A075HUK9                          -            250 Cutinase             PF01083.27   173   6.4e-10   34.2   0.0   1   1   1.2e-10   8.8e-10   33.7   0.0    58   146   107   202    77   229 0.78 tr|A0A075HUK9|A0A075HUK9_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote KM3_86_E11 OX=1456321 PE=4 SV=1
CACHDH010000007.1_5@GCA_902578515.1 -            256 Cutinase             PF01083.27   173   8.1e-10   33.8   0.0   1   1   1.7e-10   1.2e-09   33.3   0.0    58   145   113   207    82   238 0.75 -
A0A075I7C4                          -            151 Cutinase             PF01083.27   173   8.5e-10   33.8   0.0   1   1   1.5e-10     1e-09   33.5   0.0    62   145    12   102     4   134 0.78 tr|A0A075I7C4|A0A075I7C4_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote SAT1000_09_H09 OX=1456371 PE=4 SV=1
CACIXQ010000007.1_17                -            250 Cutinase             PF01083.27   173   8.8e-10   33.7   0.0   1   1   1.7e-10   1.2e-09   33.3   0.0    58   142   107   198    76   232 0.71 -
A0A2V3IAA3                          -            250 Cutinase             PF01083.27   173   9.1e-10   33.7   0.0   1   1   2.4e-10   1.7e-09   32.8   0.0    63   142   112   198   103   227 0.81 -
A0A075GDE7                          -            256 Cutinase             PF01083.27   173   1.1e-09   33.4   0.0   1   1   2.4e-10   1.7e-09   32.8   0.0    63   142   118   204   109   235 0.81 tr|A0A075GDE7|A0A075GDE7_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote KM3_145_B06 OX=1456011 PE=4 SV=1
A0A075HBL9                          -            256 Cutinase             PF01083.27   173   1.1e-09   33.4   0.0   1   1   2.4e-10   1.7e-09   32.8   0.0    63   142   118   204   109   235 0.81 tr|A0A075HBL9|A0A075HBL9_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote KM3_53_F08 OX=1456186 PE=4 SV=1
A0A075IEY5                          -            250 Cutinase             PF01083.27   173   1.6e-09   32.8   0.0   1   1   3.2e-10   2.3e-09   32.4   0.0    58   143   107   199    76   230 0.76 tr|A0A075IEY5|A0A075IEY5_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote SAT1000_39_F02 OX=1456407 PE=4 SV=1
A0A7J4CPU3                          -            162 Cutinase             PF01083.27   173   1.9e-09   32.7   0.0   1   1   3.1e-10   2.2e-09   32.4   0.0    63   144    24   112    10   140 0.83 tr|A0A7J4CPU3|A0A7J4CPU3_9ARCH DUF726 domain-containing protein OS=Candidatus Nitrosopelagicus sp. OX=2026808 GN=EYN77_00145 PE=4 SV=1
A0A075HF93                          -            222 Cutinase             PF01083.27   173   2.5e-09   32.3   0.0   1   1   4.6e-10   3.3e-09   31.9   0.0    63   144    84   172    42   204 0.81 tr|A0A075HF93|A0A075HF93_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote KM3_69_H10 OX=1456245 PE=4 SV=1
A0A285N4T7                          -            279 Cutinase             PF01083.27   173   2.5e-09   32.2   0.0   1   1   5.6e-10   3.9e-09   31.6   0.0    33   143   104   222    71   230 0.63 -
WP_256391121.1@GCF_024494695.1      -            279 Cutinase             PF01083.27   173   2.7e-09   32.2   0.0   1   1   5.5e-10   3.9e-09   31.6   0.0    37   125   108   198    71   227 0.67 -
WP_256391121.1@GCF_024494695.1      -            279 Cutinase             PF01083.27   173   2.7e-09   32.2   0.0   1   1   5.5e-10   3.9e-09   31.6   0.0    37   125   108   198    71   227 0.67 -
A0A075IB59                          -            222 Cutinase             PF01083.27   173   3.3e-09   31.8   0.0   1   1   6.4e-10   4.5e-09   31.4   0.0    63   144    84   172    50   199 0.84 tr|A0A075IB59|A0A075IB59_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote SAT1000_22_C02 OX=1456394 PE=4 SV=1
A0A2V3I8A3                          -            250 Cutinase             PF01083.27   173   3.6e-09   31.7   0.0   1   1     7e-10     5e-09   31.3   0.0    63   144   112   200    70   227 0.83 tr|A0A2V3I8A3|A0A2V3I8A3_UNCNO DUF726 domain-containing protein OS=Nitrososphaerota archaeon OX=2026795 GN=CXX67_05140 PE=4 SV=1
A0A832YBJ8                          -            247 Cutinase             PF01083.27   173   3.6e-09   31.7   0.0   1   1   7.1e-10     5e-09   31.3   0.0    63   144   109   197    72   224 0.83 tr|A0A832YBJ8|A0A832YBJ8_9ARCH DUF726 domain-containing protein OS=Candidatus Nitrosopelagicus sp. OX=2026808 GN=EYN25_00380 PE=4 SV=1
A0A075H1J6                          -            256 Cutinase             PF01083.27   173     4e-09   31.6   0.0   1   1   7.8e-10   5.5e-09   31.1   0.0    58   142   113   204    76   238 0.76 tr|A0A075H1J6|A0A075H1J6_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote KM3_42_G11 OX=1456149 PE=4 SV=1
A0A7Y5GJP4                          -            243 Cutinase             PF01083.27   173   4.2e-09   31.5   0.0   1   1   8.8e-10   6.2e-09   31.0   0.0    55   100    79   132    34   166 0.83 tr|A0A7Y5GJP4|A0A7Y5GJP4_9BACT Alpha/beta hydrolase OS=Bryobacteraceae bacterium OX=2212468 GN=HUU41_21960 PE=4 SV=1
A0A7C7XHU1                          -            250 Cutinase             PF01083.27   173   5.6e-09   31.1   0.0   1   1   1.1e-09   7.7e-09   30.7   0.0    63   144   112   200    70   227 0.82 tr|A0A7C7XHU1|A0A7C7XHU1_9ARCH DUF726 domain-containing protein OS=Candidatus Nitrosopelagicus sp. OX=2026808 GN=EYQ87_00635 PE=4 SV=1
CACDFH010000003.1_72                -            252 Cutinase             PF01083.27   173   6.2e-09   31.0   0.0   1   1   1.3e-09   9.4e-09   30.4   0.0    40   144    87   202    64   211 0.85 -
A0A842NU99                          -            252 Cutinase             PF01083.27   173   7.3e-09   30.7   0.0   1   1   1.3e-09   9.4e-09   30.4   0.0    59   143   110   201    65   235 0.73 tr|A0A842NU99|A0A842NU99_UNCNO DUF726 domain-containing protein OS=Nitrososphaerota archaeon OX=2026795 GN=H8D50_04815 PE=4 SV=1
A0A835SJB9                          -            254 Cutinase             PF01083.27   173   7.7e-09   30.7   0.0   1   1   1.4e-09   9.7e-09   30.3   0.0    46   150    86   210    60   236 0.73 -
A0A370LUJ7                          -            247 Cutinase             PF01083.27   173   8.1e-09   30.6   0.0   1   1   1.5e-09     1e-08   30.2   0.0    58   145   105   198    76   229 0.86 -
A0A0A7V1B0                          -            252 Cutinase             PF01083.27   173   8.2e-09   30.6   0.0   1   1   1.8e-09   1.2e-08   30.0   0.0    39   143    86   201    62   212 0.84 -
A0A8B2HRE8                          -            251 Cutinase             PF01083.27   173   1.1e-08   30.2   0.0   1   1     2e-09   1.4e-08   29.8   0.0    44   142    93   199    56   208 0.77 -
A0A8T4KAN1                          -            256 Cutinase             PF01083.27   173   1.6e-08   29.6   0.0   1   1   3.2e-09   2.2e-08   29.2   0.0    58   143   113   205    77   239 0.73 -
A0A075HPP9                          -            256 Cutinase             PF01083.27   173   1.6e-08   29.6   0.0   1   1   3.1e-09   2.2e-08   29.2   0.0    58   140   113   202    76   238 0.76 tr|A0A075HPP9|A0A075HPP9_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote KM3_74_C01 OX=1456269 PE=4 SV=1
A0A9D2X5K2                          -            247 Cutinase             PF01083.27   173   1.6e-08   29.6   0.0   1   1   2.9e-09   2.1e-08   29.3   0.0    58   145   105   198    77   228 0.87 -
JAAUVF010000069.1_4                 -            234 Cutinase             PF01083.27   173   1.6e-08   29.6   0.0   1   1   4.3e-09     3e-08   28.7   0.0    62   144    94   184    51   193 0.80 -
A0A075HMJ5                          -            252 Cutinase             PF01083.27   173   1.7e-08   29.5   0.0   1   1   3.2e-09   2.2e-08   29.2   0.0    61   138   112   196    74   230 0.79 tr|A0A075HMJ5|A0A075HMJ5_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote KM3_78_D07 OX=1456291 PE=4 SV=1
LUPB01000013.1_2@GCA_001627235.1    -            252 Cutinase             PF01083.27   173   1.9e-08   29.4   0.0   1   1   3.9e-09   2.7e-08   28.9   0.0    40   144    87   202    78   211 0.82 -
A0A075GWP7                          -            256 Cutinase             PF01083.27   173   2.2e-08   29.2   0.0   1   1   4.3e-09     3e-08   28.7   0.0    58   143   113   205    76   235 0.79 tr|A0A075GWP7|A0A075GWP7_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote KM3_190_B07 OX=1456077 PE=4 SV=1
RKRY01000155.1_12                   -            250 Cutinase             PF01083.27   173   2.2e-08   29.2   0.0   1   1   4.4e-09   3.1e-08   28.7   0.0    59   135   107   191    59   208 0.79 -
ARWO01000032.1_136@GCA_000402075.1  -            250 Cutinase             PF01083.27   173   2.5e-08   29.0   0.0   1   1   4.9e-09   3.4e-08   28.5   0.0    59   143   108   199    79   234 0.73 -
A0A075GXT2                          -            250 Cutinase             PF01083.27   173   2.5e-08   29.0   0.0   1   1   4.8e-09   3.4e-08   28.6   0.0    58   142   107   198    70   232 0.76 tr|A0A075GXT2|A0A075GXT2_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote KM3_199_C08 OX=1456090 PE=4 SV=1
A0A075GE09                          -            250 Cutinase             PF01083.27   173   2.5e-08   29.0   0.0   1   1   4.8e-09   3.4e-08   28.6   0.0    58   142   107   198    70   232 0.76 tr|A0A075GE09|A0A075GE09_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote KM3_151_D03 OX=1456016 PE=4 SV=1
A0A075HE99                          -            252 Cutinase             PF01083.27   173   2.5e-08   29.0   0.0   1   1   4.7e-09   3.3e-08   28.6   0.0    40   137    87   195    64   229 0.82 tr|A0A075HE99|A0A075HE99_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote KM3_57_B01 OX=1456205 PE=4 SV=1
A0A075H3R4                          -            256 Cutinase             PF01083.27   173   2.6e-08   28.9   0.0   1   1   5.1e-09   3.6e-08   28.5   0.0    58   142   113   204    76   238 0.76 tr|A0A075H3R4|A0A075H3R4_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote KM3_31_F03 OX=1456119 PE=4 SV=1
A0A835WXQ3                          -            253 Cutinase             PF01083.27   173     3e-08   28.7   0.0   1   1   5.9e-09   4.1e-08   28.3   0.0    46   145    85   203    48   237 0.75 tr|A0A835WXQ3|A0A835WXQ3_9ARCH DUF726 domain-containing protein OS=Nitrosopumilales archaeon OX=2026768 GN=NPMRTH4_2090006 PE=4 SV=1
CAJWBY010000188.1_8@GCA_913020705.1 -            245 Cutinase             PF01083.27   173   3.8e-08   28.4   0.0   1   1     7e-09   4.9e-08   28.0   0.0    63   143   107   194    78   228 0.77 -
A0A075HYC4                          -            151 Cutinase             PF01083.27   173   3.9e-08   28.4   0.0   1   1   6.2e-09   4.4e-08   28.2   0.0    62   142    12    99     4   140 0.80 tr|A0A075HYC4|A0A075HYC4_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote KM3_90_E04 OX=1456343 PE=4 SV=1
A0A075GAR9                          -            252 Cutinase             PF01083.27   173   4.2e-08   28.3   0.0   1   1   7.9e-09   5.6e-08   27.9   0.0    63   144   114   202    84   235 0.76 tr|A0A075GAR9|A0A075GAR9_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote KM3_08_B06 OX=1455978 PE=4 SV=1
A0A075GFP7                          -            252 Cutinase             PF01083.27   173   4.2e-08   28.3   0.0   1   1   7.9e-09   5.6e-08   27.9   0.0    63   144   114   202    84   235 0.76 tr|A0A075GFP7|A0A075GFP7_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote KM3_153_B11 OX=1456017 PE=4 SV=1
B3T9R0                              -            222 Cutinase             PF01083.27   173   5.5e-08   27.9   0.0   1   1   1.6e-08   1.1e-07   26.9   0.0    63   144    84   172    74   203 0.75 tr|B3T9R0|B3T9R0_9ARCH DUF726 domain-containing protein OS=uncultured marine crenarchaeote HF4000_APKG7F19 OX=455601 GN=ALOHA_HF4000APKG7F19ctg1g33 PE=4 SV=1
A0A7K4NNL9                          -            252 Cutinase             PF01083.27   173   5.7e-08   27.8   0.0   1   1   1.2e-08   8.4e-08   27.3   0.0    63   140   114   198   105   230 0.77 -
A0A7K4MYY1                          -            256 Cutinase             PF01083.27   173   6.4e-08   27.7   0.0   1   1   1.3e-08   9.5e-08   27.1   0.0    62   144   117   206    84   237 0.77 -
A0A5J4DVH6                          -            260 Cutinase             PF01083.27   173   6.8e-08   27.6   0.0   1   1   1.2e-08   8.5e-08   27.3   0.0    60   145   118   211    87   242 0.72 -
A0A2A3T353                          -            256 Cutinase             PF01083.27   173   7.3e-08   27.5   0.0   1   1   1.5e-08     1e-07   27.0   0.0    62   143   117   205    84   236 0.79 tr|A0A2A3T353|A0A2A3T353_9ARCH DUF726 domain-containing protein OS=Nitrosopumilales archaeon OX=2026768 GN=COB95_02405 PE=4 SV=1
A0A7K4NGF9                          -            256 Cutinase             PF01083.27   173   7.6e-08   27.4   0.0   1   1   1.5e-08     1e-07   27.0   0.0    63   143   118   205    85   237 0.80 tr|A0A7K4NGF9|A0A7K4NGF9_9ARCH DUF726 domain-containing protein OS=Marine Group I thaumarchaeote OX=2511932 GN=HX802_06345 PE=4 SV=1
A0A2A3T0Y3                          -            256 Cutinase             PF01083.27   173   7.9e-08   27.4   0.0   1   1   1.7e-08   1.2e-07   26.8   0.0    62   144   117   206    82   237 0.77 tr|A0A2A3T0Y3|A0A2A3T0Y3_9ARCH DUF726 domain-containing protein OS=Nitrosopumilales archaeon OX=2026768 GN=COB95_06130 PE=4 SV=1
A0A7K4NE59                          -            256 Cutinase             PF01083.27   173   7.9e-08   27.4   0.0   1   1   1.7e-08   1.2e-07   26.8   0.0    62   144   117   206    82   237 0.77 tr|A0A7K4NE59|A0A7K4NE59_9ARCH DUF726 domain-containing protein OS=Marine Group I thaumarchaeote OX=2511932 GN=HX802_02650 PE=4 SV=1
A0A0T5ZCZ3                          -            252 Cutinase             PF01083.27   173   8.1e-08   27.3   0.0   1   1   1.7e-08   1.2e-07   26.8   0.0    64   141   114   199    79   216 0.76 -
A0A3M6KE94                          -            252 Cutinase             PF01083.27   173   8.6e-08   27.2   0.0   1   1   1.8e-08   1.3e-07   26.7   0.0    40   144    87   202    78   211 0.82 tr|A0A3M6KE94|A0A3M6KE94_9ARCH DUF726 domain-containing protein OS=Candidatus Nitrosopelagicus sp. OX=2026808 GN=EA442_03970 PE=4 SV=1
CAJQMY010000047.1_14                -            250 Cutinase             PF01083.27   173   9.7e-08   27.1   0.0   1   1   1.9e-08   1.4e-07   26.6   0.0    63   144   111   200    52   206 0.82 -
A0A2E7RQV6                          -            252 Cutinase             PF01083.27   173   1.3e-07   26.7   0.0   1   1   2.7e-08   1.9e-07   26.1   0.0    40   143    87   201    77   210 0.82 tr|A0A2E7RQV6|A0A2E7RQV6_9ARCH DUF726 domain-containing protein OS=Candidatus Nitrosopelagicus sp. OX=2026808 GN=CL686_01000 PE=4 SV=1
PAAH01000002.1_2                    -            205 Cutinase             PF01083.27   173   1.4e-07   26.6   0.0   1   1   2.4e-08   1.7e-07   26.3   0.0    40   142    40   153    32   182 0.78 -
A0A075I1P8                          -            181 Cutinase             PF01083.27   173   1.4e-07   26.5   0.0   1   1   2.9e-08     2e-07   26.0   0.0    41   106    93   161    81   173 0.75 tr|A0A075I1P8|A0A075I1P8_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote SAT1000_09_C08 OX=1456370 PE=4 SV=1
A0A075I3P8                          -            181 Cutinase             PF01083.27   173   1.4e-07   26.5   0.0   1   1   2.9e-08     2e-07   26.0   0.0    41   106    93   161    81   173 0.75 tr|A0A075I3P8|A0A075I3P8_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote SAT1000_09_B08 OX=1456368 PE=4 SV=1
A0A075I6D6                          -            181 Cutinase             PF01083.27   173   1.4e-07   26.5   0.0   1   1   2.9e-08     2e-07   26.0   0.0    41   106    93   161    81   173 0.75 tr|A0A075I6D6|A0A075I6D6_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote SAT1000_09_B07 OX=1456367 PE=4 SV=1
A0A075I8Y5                          -            181 Cutinase             PF01083.27   173   1.4e-07   26.5   0.0   1   1   2.9e-08     2e-07   26.0   0.0    41   106    93   161    81   173 0.75 tr|A0A075I8Y5|A0A075I8Y5_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote SAT1000_09_C07 OX=1456369 PE=4 SV=1
A0A7D5REW5                          -            248 Cutinase             PF01083.27   173   1.5e-07   26.4   0.0   1   1     3e-08   2.1e-07   26.0   0.0    40   145    86   199    78   242 0.77 -
VMDM01000051.1_2                    -            249 Cutinase             PF01083.27   173   1.6e-07   26.4   0.0   1   1     3e-08   2.1e-07   26.0   0.0    63   119   110   168    51   206 0.81 -
JACZUQ010000043.1_8                  -            254 DUF676               PF05057.19   217     3e-08   28.4   0.8   1   1   2.4e-08   7.6e-08   27.0   0.8     5   114    45   166    42   170 0.70 -
LUPB01000013.1_2@GCA_001627235.1     -            252 DUF676               PF05057.19   217   3.9e-08   28.0   0.5   1   1   2.3e-08   7.1e-08   27.1   0.5     2   114    40   164    39   167 0.66 -
A0A8T5FD25                           -            252 DUF676               PF05057.19   217   4.5e-08   27.8   2.0   1   1   3.8e-08   1.2e-07   26.4   2.0     3   115    41   165    39   168 0.62 tr|A0A8T5FD25|A0A8T5FD25_9ARCH DUF726 domain-containing protein OS=Candidatus Nitrosopelagicus sp. OX=2026808 GN=HOD60_10985 PE=4 SV=1
JAANXA010000013.1_78                 -            250 DUF676               PF05057.19   217   4.9e-08   27.7   0.8   1   1   2.8e-07   8.8e-07   23.6   0.8     3   114    39   162    37   165 0.74 -
OMIR01000017.1_16@GCA_900299125.1    -            262 DUF676               PF05057.19   217   5.6e-08   27.5   1.6   1   1   3.8e-08   1.2e-07   26.4   0.3     4   103    56   168    54   178 0.81 -
A0A3M6KE94                           -            252 DUF676               PF05057.19   217   5.6e-08   27.5   0.4   1   1   3.2e-08   9.8e-08   26.7   0.4     2   114    40   164    39   167 0.67 tr|A0A3M6KE94|A0A3M6KE94_9ARCH DUF726 domain-containing protein OS=Candidatus Nitrosopelagicus sp. OX=2026808 GN=EA442_03970 PE=4 SV=1
A0A075IEY5                           -            250 DUF676               PF05057.19   217   5.9e-08   27.4   0.3   1   1     5e-08   1.5e-07   26.0   0.3     7   114    44   163    39   166 0.62 tr|A0A075IEY5|A0A075IEY5_9ARCH DUF726 domain-containing protein OS=uncultured marine thaumarchaeote SAT1000_39_F02 OX=1456407 PE=4 SV=1
